"var","hr","pval","hr_ci95"
"age.cat>=65",1.6,"2.52e-01","0.7 to 3.9"
"gendermale",0.6,"1.43e-01","0.3 to 1.2"
"tnm_stageII",2.7,"1.98e-01","0.6 to 12.6"
"tnm_stageIII",4.7,"4.46e-02","1 to 21"
"tnm_stageIV",11.9,"1.14e-03","2.7 to 53.1"
"TMB.cathigh",1.8,"9.90e-02","0.9 to 3.4"
"PDL1.catmed",0.8,"6.54e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.69e-01","0.2 to 1.4"
"nmdfs_max",1,"4.15e-01","0.9 to 1.1"
"age.cat>=65",1.6,"2.80e-01","0.7 to 3.7"
"gendermale",0.6,"1.52e-01","0.3 to 1.2"
"tnm_stageII",2.9,"1.73e-01","0.6 to 13.5"
"tnm_stageIII",4.9,"3.98e-02","1.1 to 22"
"tnm_stageIV",12,"1.11e-03","2.7 to 53.2"
"TMB.cathigh",1.6,"1.56e-01","0.8 to 3.3"
"PDL1.catmed",0.9,"6.80e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.96e-01","0.2 to 1.4"
"nmdfs_n_decayed",1,"3.02e-01","1 to 1"
"age.cat>=65",1.5,"3.12e-01","0.7 to 3.6"
"gendermale",0.6,"1.65e-01","0.3 to 1.2"
"tnm_stageII",2.9,"1.74e-01","0.6 to 13.4"
"tnm_stageIII",4.8,"4.09e-02","1.1 to 21.7"
"tnm_stageIV",11.9,"1.13e-03","2.7 to 52.9"
"TMB.cathigh",1.5,"2.29e-01","0.8 to 3.1"
"PDL1.catmed",0.8,"6.53e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.61e-01","0.2 to 1.3"
"nmdfs_frac_decayed",1,"9.77e-01","0.4 to 2.6"
"age.cat>=65",1.6,"2.56e-01","0.7 to 3.8"
"gendermale",0.6,"1.40e-01","0.3 to 1.2"
"tnm_stageII",2.7,"2.00e-01","0.6 to 12.7"
"tnm_stageIII",4.7,"4.48e-02","1 to 21"
"tnm_stageIV",11.9,"1.16e-03","2.7 to 53.2"
"TMB.cathigh",1.8,"9.61e-02","0.9 to 3.5"
"PDL1.catmed",0.8,"6.73e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.75e-01","0.2 to 1.4"
"nmdfs_med",0.9,"6.84e-01","0.7 to 1.3"
"age.cat>=65",1.6,"2.58e-01","0.7 to 3.7"
"gendermale",0.6,"1.51e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.85e-01","0.6 to 13.1"
"tnm_stageIII",4.7,"4.38e-02","1 to 21.2"
"tnm_stageIV",12,"1.09e-03","2.7 to 53.7"
"TMB.cathigh",1.7,"1.32e-01","0.9 to 3.4"
"PDL1.catmed",0.8,"6.48e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.71e-01","0.2 to 1.4"
"nmdfs_med.wt",0.9,"4.87e-01","0.6 to 1.2"
"age.cat>=65",1.6,"2.60e-01","0.7 to 3.7"
"gendermale",0.6,"1.54e-01","0.3 to 1.2"
"tnm_stageII",2.9,"1.80e-01","0.6 to 13.2"
"tnm_stageIII",4.7,"4.51e-02","1 to 21"
"tnm_stageIV",12,"1.10e-03","2.7 to 53.4"
"TMB.cathigh",1.6,"1.61e-01","0.8 to 3.3"
"PDL1.catmed",0.8,"6.47e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.68e-01","0.2 to 1.3"
"nmdfs_mean",1,"7.46e-01","0.7 to 1.3"
"age.cat>=65",1.6,"2.57e-01","0.7 to 3.8"
"gendermale",0.6,"1.46e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.89e-01","0.6 to 13"
"tnm_stageIII",4.7,"4.39e-02","1 to 21.2"
"tnm_stageIV",12,"1.10e-03","2.7 to 53.7"
"TMB.cathigh",1.7,"1.24e-01","0.9 to 3.4"
"PDL1.catmed",0.8,"6.49e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.73e-01","0.2 to 1.4"
"nmdfs_mean.wt",0.9,"5.13e-01","0.6 to 1.2"
"age.cat>=65",1.6,"2.61e-01","0.7 to 3.7"
"gendermale",0.6,"1.53e-01","0.3 to 1.2"
